Days_since_March1,cases,SGTF_proportion,mean_CT,OR_only,vaccinated
417,213,0.9999999999999989,31.314285714285745,-1.9539925233402755e-14,0.5034887345752262
418,172,0.9999999999999989,31.842857142857174,-1.9539925233402755e-14,0.5055015400720196
419,128,0.9999999999999989,32.3714285714286,-1.9539925233402755e-14,0.5079178046693495
420,201,0.9999999999999989,32.900000000000034,-1.9539925233402755e-14,0.5108282906291012
421,219,0.9999999999999989,32.70000000000003,2.8571428571428377,0.5122893064736905
422,156,0.9999999999999989,32.50000000000003,5.714285714285695,0.5137625094771195
423,159,0.9999999999999989,32.300000000000026,8.571428571428552,0.5153096372203528
424,186,0.9999999999999989,32.10000000000002,11.42857142857141,0.5172741751538469
425,128,0.9999999999999989,31.900000000000023,14.285714285714267,0.5198373270866661
426,116,0.9999999999999989,31.700000000000024,17.142857142857125,0.5223199796282019
427,141,0.9999999999999989,31.500000000000025,19.999999999999982,0.5243696673162208
428,163,0.9999999999999989,31.18571428571431,17.142857142857125,0.5256539693576341
429,216,0.9999999999999989,30.8714285714286,14.285714285714267,0.5265906166574087
430,184,0.9999999999999989,30.557142857142885,11.42857142857141,0.5283997683156961
431,162,0.9999999999999989,30.242857142857172,8.571428571428552,0.5301882338754267
432,130,0.9999999999999989,29.92857142857146,5.714285714285694,0.5322488258634602
433,108,0.9999999999999989,29.614285714285746,2.857142857142837,0.5343892758133646
434,212,0.9999999999999989,29.300000000000033,-2.042810365310288e-14,0.5364060902439869
435,218,0.9053156146179391,28.542857142857176,0.9999999999999796,0.5376068461044068
436,163,0.8106312292358793,27.78571428571432,1.9999999999999796,0.538614852426335
437,184,0.7159468438538195,27.028571428571464,2.9999999999999796,0.5402740699594232
438,173,0.6212624584717596,26.271428571428608,3.9999999999999796,0.5437179044757662
439,124,0.5265780730896998,25.51428571428575,4.99999999999998,0.5480669562506655
440,92,0.43189368770764003,24.757142857142895,5.99999999999998,0.5518917998381032
441,138,0.3372093023255802,24.00000000000004,6.99999999999998,0.5557708442109072
442,217,0.43189368770764003,25.20000000000004,5.99999999999998,0.5578170040371567
443,185,0.5265780730896998,26.400000000000038,4.99999999999998,0.559151177215401
444,215,0.6212624584717596,27.600000000000037,3.9999999999999796,0.5617661245732891
445,172,0.7159468438538195,28.800000000000036,2.9999999999999796,0.5663407991440766
446,151,0.8106312292358793,30.000000000000036,1.9999999999999796,0.5710427974532687
447,140,0.9053156146179391,31.200000000000035,0.9999999999999796,0.5747533062479073
448,161,0.9999999999999989,32.400000000000034,-2.042810365310288e-14,0.5775295731030687
449,192,0.9999999999999989,32.60000000000004,4.714285714285694,0.5788271848047938
450,209,0.9999999999999989,32.80000000000004,9.42857142857141,0.5801360215212397
451,231,0.9999999999999989,33.00000000000004,14.142857142857125,0.5829892599059151
452,204,0.9999999999999989,33.200000000000045,18.85714285714284,0.5871700968173555
453,205,0.9999999999999989,33.40000000000005,23.571428571428555,0.5914509967171643
454,148,0.9999999999999989,33.60000000000005,28.28571428571427,0.5943282887048129
455,152,0.9999999999999989,33.800000000000054,32.999999999999986,0.5965949398916497
456,178,0.8571428571428561,32.7428571428572,32.999999999999986,0.5980415235744552
457,254,0.7142857142857133,31.68571428571434,32.999999999999986,0.5990482470375582
458,287,0.5714285714285705,30.628571428571483,32.999999999999986,0.6004053513173035
459,286,0.42857142857142766,29.571428571428626,32.999999999999986,0.6031966917636615
460,280,0.2857142857142848,28.51428571428577,32.999999999999986,0.6065120800401278
461,226,0.14285714285714196,27.457142857142912,32.999999999999986,0.609337897317414
462,284,-8.881784197001252e-16,26.400000000000055,32.999999999999986,0.6119700029120896
463,345,0.01761252446183864,26.028571428571485,29.57142857142856,0.6132182245490431
464,398,0.03522504892367817,25.657142857142915,26.14285714285713,0.614565547030246
465,333,0.0528375733855177,25.285714285714345,22.714285714285705,0.6164316255489032
466,308,0.07045009784735723,24.914285714285775,19.285714285714278,0.6191229030068928
